"","customer_id","sales"
"1302","LC-17140",286.38
"3989","MS-17770",286.344
"1965","RW-19690",286.29
"7721","TS-21505",286.256
"6377","DB-13360",286.15
"9433","GM-14680",285.576
"1322","MC-17575",285.552
"5820","CS-12175",285.48
"5634","SC-20050",284.97
"691","NP-18325",284.82
"454","EB-13705",284.364
"3155","EM-13810",284.364
"8135","NK-18490",284.08
"540","DK-12985",283.92
"800","CD-11920",283.92
"2072","KA-16525",283.92
"4939","IL-15100",283.92
"9026","RW-19540",283.56
"4669","KL-16645",283.14
"1053","DG-13300",282.888
"9604","SC-20095",282.84
"1967","DB-13210",281.97
"9643","MW-18220",281.97
"3264","JF-15565",281.904
"1357","DC-12850",281.424
"3404","LB-16795",281.372
"3405","LB-16795",281.372
"713","RS-19765",281.34
"2309","BC-11125",280.792
"871","PK-18910",280.782
"5418","CS-11950",280.782
"487","MT-18070",279.96
"5813","LS-17245",279.96
"8687","SP-20650",279.96
"9068","MB-18085",279.95
"2100","RD-19900",279.944
"3892","MS-17770",279.944
"1118","CS-12355",279.9
"4781","GB-14575",279.9
"6506","DK-13150",279.9
"6497","SS-20515",279.86
"6626","GW-14605",279.86
"5352","AH-10030",279.456
"3466","EH-13765",278.82
"1281","TR-21325",278.4
"8174","DK-12985",277.5
"2333","RW-19690",277.4
"3602","TH-21550",277.4
"7093","RP-19390",276.784
"8062","LW-17215",276.784
"9080","DV-13465",276.784
"9591","KD-16495",276.784
"4048","GA-14515",276.69
"7493","TC-21295",276.69
"8882","BB-10990",276.28
"1976","AS-10225",275.97
"4725","MP-18175",275.952
"320","NM-18445",275.94
"167","BM-11140",275.928
"7151","LH-16900",275.88
"2983","RC-19960",275.49
"6752","BP-11155",275.24
"5687","RB-19705",275.058
"6857","PS-18760",274.89
"6138","JF-15190",274.8
"9777","EM-13825",274.8
"4041","AJ-10795",274.77
"7217","BP-11290",274.491
"8426","KN-16450",274.2
"8993","HG-14845",274.064
"3779","RH-19510",273.96
"5368","NH-18610",273.96
"8957","LW-17125",273.96
"6708","SP-20650",273.92
"1912","FH-14275",273.896
"7267","KD-16495",273.666
"9705","MD-17350",273.568
"9950","DB-12970",273.568
"5626","DR-12880",273.552
"2426","SV-20935",273.06
"9364","KN-16390",272.97
"1169","DL-13315",272.94
"4672","KL-16645",272.94
"6325","XP-21865",272.94
"6758","DO-13435",272.94
"1873","ME-18010",272.848
"741","PO-19195",272.736
"7859","TG-21310",272.736
"6088","SV-20365",272.646
"9877","LL-16840",272.61
"6049","TS-21655",272.4
"7893","DC-12850",272.048
"1932","CC-12670",271.992
"3410","GM-14695",271.984
"8782","CM-11815",271.968
"1206","LH-16750",271.96
"6582","AM-10705",271.96
"9968","AP-10720",271.96
"7999","AA-10645",271.9
"3313","HG-15025",271.764
"3418","CC-12430",271.764
"8966","MV-17485",271.764
"4558","HM-14860",271.44
"6009","CL-12565",271.44
"4374","BT-11305",270.72
"6073","FH-14365",270.62
"3901","CS-12400",270.34
"5433","RM-19675",270
"3780","MC-17575",269.982
"4523","BE-11335",269.98
"9731","NF-18475",269.98
"2036","CT-11995",269.97
"6798","LW-16825",269.97
"9258","FM-14380",269.91
"4904","JE-15610",269.9
"2449","CM-12385",269.49
"5584","VP-21730",269.49
"8086","AS-10630",269.36
"4719","NR-18550",268.935
"7904","RD-19720",268.704
"9739","BE-11410",268.576
"7752","CK-12595",268.24
"5341","JK-15325",267.96
"6710","DB-13060",266.352
"7528","LC-16885",266.352
"8808","CK-12760",266.352
"2321","HW-14935",265.93
"6670","SB-20290",265.86
"6990","RH-19600",265.86
"836","JB-15400",265.475
"3110","AA-10480",265.17
"2516","NP-18700",264.32
"7604","NS-18505",264.32
"8166","FM-14380",264.18
"1425","RW-19540",263.96
"2915","DL-12925",263.96
"4844","GK-14620",263.96
"5702","SS-20875",263.96
"7996","RD-19585",263.96
"8058","LW-17215",263.96
"450","RB-19360",263.88
"1438","JE-15745",263.88
"3152","NF-18385",262.864
"3327","KD-16270",262.336
"3419","CL-12565",262.24
"5948","CB-12535",262.24
"1832","SL-20155",262.11
"1","CG-12520",261.96
"6460","AJ-10780",261.96
"2656","AS-10225",261.74
"7462","LP-17095",261.74
"7667","MA-17560",259.98
"5896","ZD-21925",259.96
"6783","JC-15775",259.92
"6883","HA-14905",259.896
"8685","SP-20650",259.896
"9152","ML-17395",259.74
"2297","VD-21670",259.7
"2103","AH-10120",259.136
"2971","JF-15565",259.136
"4149","RB-19330",259.136
"3661","FM-14290",258.9
"7633","KH-16360",258.75
"1180","CA-12055",258.696
"1219","SP-20620",258.696
"5177","BT-11395",258.576
"9986","DB-13060",258.576
"3125","EB-14110",258.528
"4622","SO-20335",258.48
"1351","BP-11290",258.279
"235","CS-12400",258.072
"2446","AF-10870",257.98
"2781","LD-17005",257.98
"6140","JF-15190",257.98
"7367","BT-11395",257.98
"7128","TT-21460",257.94
"2742","SC-20770",257.64
"1861","GM-14440",257.568
"3984","JM-15535",257.499
"9194","GM-14680",256.784
"292","NZ-18565",255.984
"1468","TH-21550",255.968
"1723","KD-16345",255.968
"5519","MS-17980",255.968
"1222","BF-11170",255.936
"9269","FC-14335",255.85
"498","SC-20095",255.76
"1260","RB-19795",255.68
"9153","ML-17395",255.42
"3949","SN-20710",255.108
"1248","NP-18700",254.9745
"2878","Dp-13240",254.97
"6863","SC-20230",254.97
"3179","SM-20950",254.9
"7978","SF-20065",254.9
"468","JS-15940",254.744
"1046","SN-20710",254.604
"1949","AC-10615",254.526
"2148","TS-21160",254.352
"3025","MO-17800",254.352
"7970","SP-20860",254.352
"1808","GK-14620",254.24
"287","AH-10195",254.058
"4915","MB-17305",254.058
"6759","DB-12970",253.764
"2375","BF-11020",253.372
"4379","TB-21625",253.176
"9430","SC-20725",252.8
"3083","TP-21415",252.784
"927","JM-15535",252
"2371","MP-17965",252
"7355","AR-10345",251.964
"7627","MP-17470",251.944
"2067","GG-14650",251.91
"4017","FH-14350",251.91
"1402","KM-16375",251.79
"1284","SA-20830",251.64
"3796","BE-11410",251.64
"6662","OT-18730",251.58
"324","GK-14620",251.52
"3437","RA-19945",251.006
"549","DK-13225",250.272
"7711","JB-15925",250.26
"3717","TP-21130",249.95
"5248","EC-14050",249.95
"5445","DR-12880",249.95
"1221","BF-11170",249.75
"3118","JE-15610",249.584
"5744","LH-16900",249.584
"9409","JC-15775",249.584
"9971","AP-10720",249.584
"4476","BD-11620",248.98
"3288","RD-19585",248.85
"2587","RA-19285",248.57
"8107","JM-15865",248.43
"2936","GT-14710",248.08
"7160","AH-10030",247.84
"436","MK-18160",247.8
"1589","NP-18325",247.8
"6327","XP-21865",247.716
"6239","LO-17170",247.44
"8686","SP-20650",247.188
"1525","GH-14425",247.104
"392","JG-15115",246.384
"2590","BF-11005",246.168
"9083","RR-19525",246.168
"4282","CA-11965",246.1328
"5589","ML-17395",245.98
"5985","JS-16030",245.94
"4828","MS-17365",245.88
"5876","FG-14260",245.88
"7029","EB-13750",245.646
"6491","FA-14230",244.768
"9292","MP-17965",244.768
"3341","TB-21055",244.615
"1935","LW-16990",244.55
"4455","MC-17575",244.55
"4648","AH-10120",244.55
"5336","DV-13465",244.55
"6893","SS-20140",244.55
"1462","MB-18085",244.006
"2973","AG-10675",244.006
"128","TS-21610",243.992
"6564","CB-12025",243.992
"4840","JO-15280",243.92
"5577","LC-17050",243.92
"3008","RR-19525",243.88
"631","FM-14380",243.384
"9988","CC-12220",243.16
"445","PK-19075",242.94
"733","DS-13030",242.94
"855","GT-14710",242.94
"3107","AA-10480",242.94
"4633","BS-11380",242.94
"4961","AB-10015",242.94
"1717","BN-11515",242.9
"8250","DK-12895",242.624
"1541","CL-11890",242.48
"3099","CS-12355",242.352
"4689","CT-11995",242.352
"7537","BS-11380",242.352
"9824","NF-18385",242.352
"7874","DR-12940",242.176
"9701","CS-11950",242.136
"2123","EH-14005",241.96
"2216","NS-18505",241.96
"3761","TS-21160",241.96
"6399","BD-11725",241.96
"4681","GB-14530",241.92
"499","SC-20095",241.568
"3128","CC-12100",241.568
"6479","NR-18550",241.568
"7830","EB-14110",241.568
"8377","MH-17440",241.5
"3262","TS-21205",241.44
"9162","MJ-17740",241.44
"8524","ME-17320",241.424
"3927","JS-15880",241.332
"3329","KD-16270",241.176
"6812","PS-18760",241.17
"3867","JF-15355",240.784
"5970","BD-11770",240.784
"8440","AH-10075",240.744
"6364","DS-13030",240.37
"3164","HF-14995",239.984
"8743","BO-11350",239.984
"9607","BD-11320",239.984
"1387","PP-18955",239.98
"2357","SC-20260",239.976
"4470","MG-17680",239.976
"5026","CV-12295",239.976
"6284","CG-12040",239.976
"6792","MC-17605",239.976
"8691","TS-21205",239.976
"8925","FP-14320",239.976
"823","TR-21325",239.97
"1415","BT-11305",239.97
"2756","ES-14020",239.97
"3887","SV-20785",239.97
"4862","SC-20725",239.97
"5511","EN-13780",239.97
"8063","NS-18640",239.97
"8875","AM-10360",239.97
"9756","ML-17395",239.97
"5035","EG-13900",239.96
"5480","CS-12250",239.96
"5515","MS-17980",239.96
"1366","AB-10600",239.952
"8998","JF-15415",239.94
"8548","CB-12025",239.92
"4808","RE-19450",239.9
"6599","ON-18715",239.84
"285","TB-21520",239.8
"4578","AR-10405",239.7
"5856","JK-15730",239.666
"6613","MV-18190",239.666
"9596","JP-15520",239.5
"7509","JL-15835",239.456
"8151","MS-17830",239.372
"8938","SW-20245",239.358
"6028","AH-10585",239.24
"2025","GM-14500",239.12
"104","LC-16870",238.896
"5818","CS-12175",238.62
"9758","ML-17395",238.62
"130","LS-16975",238.56
"6043","CP-12085",238.152
"1956","AC-10615",238
"3864","GW-14605",238
"8149","RD-19720",238
"7440","VP-21760",237.096
"9895","SC-20845",237.096
"4030","SN-20710",236.88
"7437","JL-15235",236.528
"7165","NP-18325",236.5
"7572","YS-21880",236
"7854","LW-16825",235.95
"635","BD-11605",235.944
"6901","JS-15595",235.92
"9792","CS-12490",235.188
"6201","SV-20935",235.152
"8092","DK-13375",234.95
"5628","NF-18385",234.45
"5949","CB-12535",234.36
"232","CS-12400",233.86
"2151","AF-10870",233.058
"3693","QJ-19255",232.96
"4029","CS-12355",232.88
"7820","PW-19030",232.88
"5118","KB-16585",232.55
"3309","LW-17215",232.4
"8395","BD-11635",232.4
"4917","BM-11575",231.98
"3998","MP-17965",231.92
"7531","SW-20245",231.92
"6587","AM-10705",231.72
"8681","AH-10075",231.72
"85","CS-12400",230.376
"2422","CR-12580",230.376
"3226","ES-14080",230.376
"295","KL-16555",230.352
"6707","GZ-14470",230.352
"2615","AG-10300",230.28
"3750","DR-12880",230.28
"4550","JF-15490",230.28
"7927","MC-17425",230.28
"6386","MV-18190",229.94
"2840","RL-19615",229.544
"4868","SC-20440",229.544
"2233","JH-15820",228.92
"9385","KM-16375",228.92
"3330","GM-14455",227.976
"6569","KM-16720",227.976
"8155","JD-15790",227.96
"6398","GM-14455",227.88
"3050","NZ-18565",227.84
"7022","SP-20545",227.46
"2707","CC-12145",227.36
"4891","EH-13765",227.28
"4816","MG-17695",227.136
"122","SC-20725",226.56
"5963","LR-17035",226.56
"6988","RH-19600",226.2
"7593","GK-14620",225.576
"5844","BS-11665",225.568
"2750","HF-14995",225.296
"2856","CC-12370",225.296
"6697","SW-20455",225.296
"9557","SM-20905",224.937
"5411","TB-21625",224.75
"2279","LM-17065",223.96
"9713","AT-10735",223.96
"1192","BT-11530",223.92
"9952","KN-16705",223.92
"8374","MF-18250",223.888
"9936","JL-15835",223.58
"1501","NG-18430",223.056
"7021","AP-10915",223.056
"473","JP-15520",222.666
"3386","Dp-13240",222.384
"4772","CM-12385",222.384
"7156","BF-11170",222.384
"8450","JE-15610",222.384
"8564","DP-13105",222.352
"5011","SW-20350",222.32
"8796","AB-10015",221.98
"7571","YS-21880",221.96
"2104","BM-11650",221.92
"4690","CT-11995",221.92
"260","CC-12670",221.55
"6337","TS-21370",221.382
"4742","JD-16060",221.16
"9642","MW-18220",221.16
"5038","TS-21370",221.06
"7935","RW-19540",221.056
"4091","JM-15865",221.024
"6944","ZC-21910",221.024
"9714","DK-13375",221.024
"3101","JG-15310",220.98
"2633","JF-15295",220.96
"1356","DC-12850",220.776
"1431","LT-17110",220.752
"8559","MH-18115",220.704
"3097","CV-12805",220.2656
"4073","DK-12895",220.064
"7763","BB-11545",219.9
"1784","JE-15610",219.84
"6615","MV-18190",219.84
"6663","JS-15880",219.84
"3242","SJ-20215",219.8
"1093","NP-18325",219.184
"9438","HR-14770",219.184
"3391","MG-17650",219.168
"304","JH-15910",219.075
"202","BS-11755",218.75
"8340","GM-14440",218.376
"296","KL-16555",218.352
"5488","BF-11020",218.352
"6222","DK-12985",218.352
"6513","RD-19480",218.352
"6859","PS-18760",218.352
"3618","RA-19285",217.85
"5782","JK-16090",217.764
"2474","PF-19225",217.584
"3304","SP-20620",217.584
"6701","CS-12355",217.584
"8354","MM-18055",217.44
"1884","CC-12430",217.056
"6526","BT-11530",216.4
"2122","JB-15400",215.976
"9063","BM-11140",215.976
"9256","SU-20665",215.976
"802","HW-14935",215.968
"1799","RM-19375",215.65
"2313","BC-11125",215.592
"8104","EG-13900",215.544
"3427","SZ-20035",215.148
"3065","BF-11215",214.95
"5092","BK-11260",214.95
"7512","JL-15835",214.9
"9848","EH-13765",214.7
"2811","MP-18175",214.11
"812","ZC-21910",213.92
"20","ZD-21925",213.48
"6651","BF-11020",213.43
"5436","DM-13525",213.216
"3629","CC-12610",213.136
"67","PS-18970",213.115
"5391","GR-14560",213.08
"5030","BB-11545",212.94
"5153","KW-16570",212.94
"5218","SR-20425",212.94
"6619","CP-12085",212.94
"1534","EB-13840",212.88
"6089","SV-20365",212.8
"4728","RB-19435",212.64
"7096","DF-13135",212.64
"4696","JL-15835",212.13
"40","SN-20710",212.058
"47","PO-18865",211.96
"366","JD-16060",211.96
"1602","GB-14530",211.96
"2410","BE-11335",211.84
"8924","FP-14320",211.372
"8284","DH-13675",211.248
"9785","CJ-12010",211.246
"2386","CV-12295",211.168
"5940","VG-21790",211.168
"6604","SV-20785",211.168
"8790","BP-11095",211.168
"9318","DB-13660",211.04
"523","MC-17605",210.98
"6323","NB-18655",210.84
"8021","DM-13525",210.68
"8442","AH-10075",210.68
"8741","BO-11350",210.58
"5012","SW-20350",210.564
"3140","CY-12745",210.392
"5232","TM-21490",210.008
"5563","SU-20665",209.986
"5009","TS-21370",209.979
"3498","JK-15730",209.97
"4133","TT-21070",209.97
"5917","PF-19120",209.97
"7700","AA-10480",209.97
"6617","CP-12085",209.94
"8851","JW-15220",209.94
"272","HA-14920",209.93
"703","AS-10285",209.88
"6612","JK-16090",209.88
"4462","DS-13030",209.792
"1646","FH-14365",209.7
"4237","KB-16600",209.7
"9905","KD-16615",209.7
"2117","RK-19300",209.67
"7047","WB-21850",209.6
"8857","SN-20560",209.6
"4750","ES-14020",209.568
"8343","JW-15220",209.5
"646","CC-12430",209.3
"9397","NP-18700",209.148
"56","TB-21055",208.56
"6996","KC-16675",208.44
"80","SC-20770",208.16
"7009","GT-14710",208.16
"4968","KL-16555",207.984
"9104","MM-18280",207.984
"440","CV-12805",207.846
"7795","HR-14830",207.846
"4269","LA-16780",207.76
"3003","MG-17875",207.48
"9903","KD-16615",207.35
"3211","SF-20200",207.24
"9180","JL-15505",207.184
"8806","SP-20650",207.144
"772","BV-11245",207
"1833","GB-14530",207
"8276","MC-17605",207
"2998","NW-18400",206.991
"1751","MO-17800",206.962
"3139","JL-15850",206.43
"6512","FC-14245",206.384
"7955","GG-14650",206.352
"1522","GH-14425",206.112
"9752","LC-16870",206.1
"9983","RA-19885",206.1
"5803","KE-16420",205.9992
"6475","NR-18550",205.992
"2546","JE-15745",205.92
"6136","GA-14725",205.666
"7907","RD-19720",205.666
"469","DS-13180",205.3328
"1403","GM-14455",205.176
"7002","JF-15490",205.164
"2235","QJ-19255",205.03
"3710","RS-19765",204.95
"8113","TT-21220",204.95
"9808","CB-12025",204.95
"9636","CM-12715",204.9
"4043","JF-15565",204.85
"8931","PG-18895",204.85
"9507","KT-16480",204.6664
"960","DL-12925",204.6
"1142","AP-10915",204.6
"1535","MP-18175",203.983
"7186","DW-13480",203.976
"3271","SJ-20215",203.92
"7775","RF-19840",203.92
"8078","KH-16690",203.88
"3338","PR-18880",203.52
"153","TW-21025",203.184
"5619","SC-20695",201.96
"1367","AB-10600",201.584
"1612","ML-17395",201.584
"3504","SC-20020",201.584
"3934","AW-10840",201.584
"4713","LT-16765",201.584
"6146","AC-10660",201.584
"1593","RD-19480",201.568
"3265","JF-15565",201.432
"9678","EP-13915",201.04
"84","JC-16105",200.984
"697","JO-15550",200.984
"6251","VM-21685",200.97
"5260","SZ-20035",200.795
"1513","RA-19915",200.064
"6631","SS-20590",199.99
"1926","LW-16990",199.98
"2282","JK-15625",199.98
"4966","BE-11455",199.98
"8415","LB-16795",199.98
"8538","TB-21625",199.98
"8648","RP-19390",199.98
"9921","DH-13075",199.98
"2069","ZC-21910",199.96
"4343","ND-18370",199.96
"5185","ZC-21910",199.96
"2001","LW-17215",199.95
"2056","TP-21130",199.95
"2184","CJ-12010",199.95
"9247","DO-13645",199.95
"4397","GZ-14470",199.9
"9422","JO-15145",199.9
"9520","PB-18805",199.9
"5036","TS-21370",199.836
"8479","PB-19150",199.8
"5913","PF-19120",199.764
"7992","CR-12580",199.75
"8154","RB-19465",199.75
"2272","CS-12130",199.74
"6623","PM-18940",199.304
"7040","SV-20365",198.744
"7559","RB-19570",198.744
"1621","JC-15385",198.46
"3746","DR-12880",198.46
"695","JO-15550",198.272
"1524","GH-14425",198.272
"5358","DW-13585",198.272
"1030","LA-16780",197.97
"1952","AC-10615",197.97
"6827","PW-19030",197.97
"9599","EG-13900",197.72
"1188","HR-14830",197.58
"3937","LS-17230",197.372
"9484","MF-17665",197.05
"4256","MM-18280",196.784
"7530","SW-20245",196.784
"2509","MY-17380",196.776
"5258","SZ-20035",196.776
"9695","KM-16660",196.776
"422","JE-15745",196.752
"6286","EB-13705",196.704
"1674","SW-20455",196.62
"6313","NG-18355",196.62
"1867","AH-10075",196.45
"6766","CS-12175",196.21
"6300","AH-10210",195.96
"8780","CM-11815",195.96
"4649","AH-10120",195.76
"9327","SS-20410",195.68
"4807","RE-19450",195.64
"5050","JC-15775",195.64
"6139","JF-15190",195.64
"7674","KM-16375",195.64
"9554","SM-20905",195.64
"2776","JM-15535",195.466
"1159","GB-14530",195.184
"3031","JH-16180",195.136
"9582","BM-11575",195.136
"9821","BD-11605",195.136
"7420","BS-11755",195.104
"442","PK-19075",194.94
"1068","BD-11620",194.848
"9802","JW-15955",194.848
"7568","FH-14275",194.7
"288","AH-10195",194.528
"7358","JF-15295",194.352
"8641","MH-17455",194.352
"9601","HG-14965",194.352
"2320","BD-11500",194.32
"3029","DM-12955",194.32
"6561","CT-11995",194.25
"3399","DH-13075",193.95
"9658","MS-17770",193.95
"1228","BM-11140",193.86
"4014","FH-14350",193.8
"3506","SC-20020",193.0656
"6132","TT-21220",192.8
"8874","AM-10360",192.72
"5644","AG-10495",192.22
"7335","SM-20950",192.186
"875","GA-14725",192.16
"2706","AB-10255",192.16
"5877","MV-17485",192.16
"8249","DK-12895",192.16
"689","RA-19285",191.984
"832","JE-15745",191.98
"6217","JS-16030",191.98
"2164","HA-14920",191.976
"4040","AJ-10795",191.976
"6116","JR-16210",191.976
"8588","PM-19135",191.976
"3868","JF-15355",191.968
"9535","PS-18970",191.968
"9917","JF-15490",191.968
"3583","KD-16495",191.96
"6609","JK-16090",191.96
"1901","Co-12640",191.88
"7340","TB-21520",191.88
"2204","BT-11305",191.82
"3007","JG-15160",191.82
"6077","PG-18820",191.82
"9023","PO-18865",191.82
"2955","MA-17995",191.646
"968","BS-11800",191.6
"5000","EH-14125",191.6
"8201","SA-20830",191.5155
"863","AJ-10795",191.472
"8897","BP-11290",191.079
"5306","NC-18415",191.058
"37","GH-14485",190.92
"7083","AH-10075",190.896
"2236","CT-11995",190.86
"4416","MH-17455",190.848
"532","KB-16240",190.72
"9040","KM-16225",189.95
"495","RO-19780",189.882
"2937","GT-14710",189.7
"8220","SF-20065",189.7
"430","RB-19795",189.588
"7615","JM-15655",189.576
"4290","AT-10435",189
"2975","DV-13045",188.552
"2585","SD-20485",187.98
"7654","PS-18970",187.76
"8186","CC-12370",187.76
"5313","DL-12865",187.056
"5108","EH-13765",186.912
"7679","SD-20485",186.732
"786","EA-14035",186.69
"4448","LH-17155",186.69
"6908","EM-13960",186.54
"6989","RH-19600",186.54
"8138","AZ-10750",186.54
"8351","XP-21865",186.54
"5103","BM-11785",186.304
"9446","RP-19855",186.15
"5224","AS-10090",186.144
"842","BM-11650",186.048
"2642","KA-16525",186.048
"2385","CV-12295",185.92
"853","VD-21670",185.88
"8218","EA-14035",185.88
"2810","MP-18175",185.58
"5982","JS-16030",185.58
"7276","TH-21235",185.528
"466","TN-21040",185.376
"7780","ER-13855",185.376
"8870","CT-11995",185.376
"5990","ES-14020",184.752
"8497","DH-13075",184.752
"9346","DP-13105",184.752
"9270","CP-12085",184.704
"2900","DB-12910",184.66
"4200","MA-17560",184.66
"9551","HP-14815",184.66
"4387","CD-11920",183.968
"1353","LW-16990",183.96
"9315","AR-10825",183.92
"1316","HG-14965",183.84
"2008","CM-12190",183.372
"4895","AC-10660",183.372
"680","CD-11980",182.994
"4081","MC-17635",182.994
"1227","BM-11140",182.94
"2317","EM-13825",182.94
"4761","NR-18550",182.94
"6853","MF-18250",182.94
"5250","TT-21220",182.91
"728","EG-13900",182.72
"3420","CL-12565",182.72
"8903","EM-13825",182.72
"4884","RF-19345",182.67
"7148","AG-10330",182.55
"8665","KB-16315",182.352
"8514","DO-13645",182.22
"5289","KT-16465",182.112
"2537","SV-20365",181.986
"5537","LE-16810",181.986
"3678","BT-11680",181.96
"2295","FM-14215",181.95
"3173","EP-13915",181.86
"7261","PG-18895",181.86
"3234","RC-19825",181.797
"5825","KB-16405",181.764
"5463","TS-21340",181.47
"3316","SC-20725",181.35
"3472","EP-13915",180.98
"8246","MS-17365",180.98
"2595","BM-11650",180.96
"3789","DP-13390",180.96
"6432","FC-14335",180.96
"8295","OT-18730",180.96
"8600","CA-12310",180.96
"9133","EB-13930",180.96
"831","JE-15745",180.66
"3174","AP-10915",180.588
"6682","MC-18100",180.016
"8937","NW-18400",179.991
"734","DS-13030",179.97
"1179","JE-15745",179.97
"5884","LS-17245",179.97
"6580","DW-13585",179.97
"406","KH-16510",179.95
"5529","CK-12595",179.94
"5573","EA-14035",179.94
"7686","RS-19420",179.94
"6269","BB-11545",179.9
"7720","AR-10345",179.886
"2809","MP-18175",179.82
"9626","NM-18520",179.7
"3639","PP-18955",178.92
"315","AG-10525",178.384
"5725","JP-15520",178.11
"170","BM-11140",177.98
"8914","AH-10690",177.68
"9100","AB-10105",177.648
"3609","GB-14530",177.568
"6229","JF-15415",177.568
"5712","AG-10900",177.55
"4621","SO-20335",177.536
"6730","KE-16420",177.536
"1927","GM-14680",177.48
"5934","RB-19465",177.48
"6402","RM-19375",177.48
"8747","RB-19465",177.48
"8626","OT-18730",177.45
"242","KL-16645",177.225
"4292","DW-13195",177.225
"1029","LA-16780",177.2
"6725","SC-20695",177.2
"1485","CP-12340",177
"9628","TC-21295",177
"187","FM-14290",176.8
"1876","CJ-12010",176.784
"7345","SC-20020",176.772
"2383","CV-12295",176.04
"7070","CK-12205",175.92
"6994","JB-15400",175.872
"8102","CR-12820",175.44
"8503","CA-12775",175.23
"8252","DK-12895",174.95
"8403","HE-14800",174.95
"8630","JM-16195",174.95
"4221","TB-21400",174.42
"7917","JB-16000",174.3
"2442","AF-10870",174.286
"1900","RA-19945",174.0585
"2544","AP-10720",173.94
"4916","BM-11575",173.94
"6575","RO-19780",173.94
"956","SW-20275",173.8
"4501","BF-11170",173.656
"6047","LS-17245",173.488
"9470","JM-15265",173.488
"9810","AG-10495",173.488
"4704","AG-10900",173.24
"9812","AG-10495",173.208
"4049","GA-14515",172.764
"8701","PP-18955",172.764
"9522","PB-18805",172.752
"5376","NB-18655",172.736
"3992","DB-13120",172.704
"1178","JE-15745",172.5
"4395","JL-15835",172.186
"7406","JS-15880",172.11
"1559","JE-15475",171.96
"4266","EP-13915",171.96
"151","JE-16165",171.55
"3038","AS-10045",171.288
"4507","VS-21820",171.288
"4881","AH-10210",171.2
"8256","SN-20560",171.04
"7668","MA-17560",170.98
"3839","KM-16720",170.97
"1579","DL-12865",170.88
"7558","BD-11605",170.786
"3840","KE-16420",170.352
"5161","SJ-20215",170.352
"6574","EJ-13720",170.352
"7166","NP-18325",170.352
"6164","MC-17605",170.24
"1815","SP-20620",170.136
"8181","AG-10900",170.072
"4019","AA-10645",170.058
"3395","KF-16285",169.99
"1653","CD-12280",169.68
"7354","MZ-17335",169.568
"4445","SR-20740",169.45
"8227","SE-20110",169.45
"4163","TP-21565",169.064
"4164","TP-21565",168.624
"1051","DG-13300",168.464
"6820","CS-12505",168.1
"8582","KB-16240",168.1
"5385","CV-12805",167.976
"826","PG-18820",167.97
"1957","AC-10615",167.97
"69","BS-11590",167.968
"1673","RD-19585",167.968
"1388","PP-18955",167.96
"4465","KA-16525",167.96
"5187","XP-21865",167.952
"4603","BF-11170",167.944
"5264","CS-11845",167.94
"7556","DL-12925",167.94
"9493","AB-10060",167.94
"7691","MC-17275",167.888
"4315","HA-14920",167.86
"7405","JG-15310",167.84
"946","JL-15850",167.76
"5067","MA-17560",167.535
"685","GT-14635",167.44
"2212","VB-21745",167.292
"6156","AG-10330",167.28
"9016","VP-21760",166.92
"706","BN-11470",166.84
"246","DW-13480",166.72
"7036","AT-10735",166.72
"6236","HA-14905",166.5
"9462","CD-12280",166.5
"4651","GH-14410",166.45
"1969","DB-13210",166.44
"2670","RR-19525",166.44
"2674","TC-21295",166.44
"3091","BH-11710",166.44
"5222","JM-15865",166.44
"7863","DB-13360",166.44
"693","AB-10165",166.24
"2262","MW-18220",166.24
"1936","LW-16990",166.16
"8073","RF-19345",165.98
"8409","AH-10075",165.6
"8490","AS-10225",165.6
"8599","CA-12310",165.6
"8891","BD-11320",165.6
"1413","JD-15895",165.28
"1238","PG-18820",165.048
"2683","MH-18115",164.99
"2653","AS-10225",164.88
"6691","CC-12475",164.88
"8939","EH-14005",164.88
"9928","JK-15205",164.85
"7500","TB-21400",164.792
"1446","SD-20485",164.736
"9461","CD-12280",164.688
"8396","BD-11635",164.646
"2570","DR-12880",164.388
"5234","DN-13690",164.22
"3698","AD-10180",163.96
"5286","AD-10180",163.96
"6130","AB-10165",163.96
"7692","AH-10120",163.96
"4682","GB-14530",163.88
"9275","HJ-14875",163.88
"9314","AR-10825",163.764
"7088","CC-12685",163.44
"6699","SG-20470",163.136
"7338","SG-20470",162.89
"2046","MC-17590",162.64
"3712","JW-15955",162.6
"5978","RB-19465",161.96
"449","RB-19360",161.94
"1310","RC-19825",161.94
"2158","DV-13465",161.94
"626","SF-20965",161.82
"1999","ND-18460",161.61
"229","VD-21670",161.568
"1311","RC-19825",161.568
"3914","ML-17410",161.568
"5428","FC-14245",161.568
"8120","JA-15970",161.568
"4297","PO-18850",161.376
"6131","AO-10810",161.28
"4109","DL-13495",160.98
"3371","BS-11755",160.96
"975","PO-19195",160.93
"1659","TH-21100",160.776
"576","TG-21640",160.72
"2365","AB-10060",160.32
"5512","EN-13780",160.32
"7685","BB-11545",160
"938","RA-19885",159.99
"1463","LC-16930",159.984
"1722","KD-16345",159.984
"2012","SC-20800",159.984
"3951","ON-18715",159.984
"8522","SP-20920",159.984
"484","EM-14065",159.98
"7834","SH-19975",159.98
"8915","DS-13180",159.98
"9135","BT-11530",159.98
"9744","EM-13810",159.98
"9880","KE-16420",159.98
"5720","KB-16585",159.968
